first,first_品詞,second,second_品詞,count
やっぱり,副詞,社会,名詞,1
作蔵,名詞,新聞,名詞,1
十三,名詞,新聞,名詞,1
新聞,名詞,老人,名詞,1
やっぱり,副詞,新聞,名詞,1
一,名詞,作蔵,名詞,1
一,名詞,十三,名詞,1
やっぱり,副詞,一,名詞,1
作蔵,名詞,十三,名詞,1
やっぱり,副詞,作蔵,名詞,1
十三,名詞,老人,名詞,1
やっぱり,副詞,十三,名詞,1
やっぱり,副詞,老人,名詞,1
小五郎,名詞,来,名詞,1
修,名詞,来,名詞,1
明智,名詞,来,名詞,1
修,名詞,小五郎,名詞,1
修,名詞,明智,名詞,1
寺,名詞,民間,名詞,1
外国,名詞,民間,名詞,1
屋,名詞,民間,名詞,1
四,名詞,民間,名詞,1
ながらく,副詞,民間,名詞,1
本日,名詞,民間,名詞,1
五,名詞,民間,名詞,1
つかれ,名詞,民間,名詞,1
ほど,名詞,民間,名詞,1
予定,名詞,民間,名詞,1
民間,名詞,滞在,名詞,1
ため,名詞,民間,名詞,1
修繕,名詞,民間,名詞,1
民間,名詞,第一人者,名詞,1
旅,名詞,民間,名詞,1
使命,名詞,民間,名詞,1
富士,名詞,民間,名詞,1
出張,名詞,民間,名詞,1
民間,名詞,温泉,名詞,1
小五郎,名詞,民間,名詞,1
旅館,名詞,民間,名詞,1
投宿,名詞,民間,名詞,1
帰京,名詞,民間,名詞,1
外国,名詞,寺,名詞,1
四,名詞,寺,名詞,1
ながらく,副詞,寺,名詞,1
寺,名詞,本日,名詞,1
五,名詞,寺,名詞,1
つかれ,名詞,寺,名詞,1
ほど,名詞,寺,名詞,1
予定,名詞,寺,名詞,1
寺,名詞,探偵,名詞,1
寺,名詞,滞在,名詞,1
ため,名詞,寺,名詞,1
寺,名詞,明智,名詞,1
寺,名詞,第一人者,名詞,1
寺,名詞,旅,名詞,1
使命,名詞,寺,名詞,1
出張,名詞,寺,名詞,1
寺,名詞,小五郎,名詞,1
寺,名詞,投宿,名詞,1
寺,名詞,帰京,名詞,1
外国,名詞,屋,名詞,1
四,名詞,外国,名詞,1
ながらく,副詞,外国,名詞,1
外国,名詞,本日,名詞,1
五,名詞,外国,名詞,1
つかれ,名詞,外国,名詞,1
ほど,名詞,外国,名詞,1
予定,名詞,外国,名詞,1
外国,名詞,滞在,名詞,1
修繕,名詞,外国,名詞,1
外国,名詞,第一人者,名詞,1
外国,名詞,旅,名詞,1
使命,名詞,外国,名詞,1
外国,名詞,富士,名詞,1
外国,名詞,温泉,名詞,1
外国,名詞,旅館,名詞,1
外国,名詞,投宿,名詞,1
外国,名詞,帰京,名詞,1
四,名詞,屋,名詞,1
ながらく,副詞,屋,名詞,1
屋,名詞,本日,名詞,1
五,名詞,屋,名詞,1
つかれ,名詞,屋,名詞,1
ほど,名詞,屋,名詞,1
予定,名詞,屋,名詞,1
屋,名詞,探偵,名詞,1
屋,名詞,滞在,名詞,1
ため,名詞,屋,名詞,1
屋,名詞,第一人者,名詞,1
屋,名詞,旅,名詞,1
使命,名詞,屋,名詞,1
出張,名詞,屋,名詞,1
小五郎,名詞,屋,名詞,1
屋,名詞,投宿,名詞,1
屋,名詞,帰京,名詞,1
ながらく,副詞,四,名詞,1
四,名詞,本日,名詞,1
つかれ,名詞,四,名詞,1
予定,名詞,四,名詞,1
四,名詞,探偵,名詞,1
四,名詞,滞在,名詞,1
修繕,名詞,四,名詞,1
四,名詞,第一人者,名詞,1
四,名詞,旅,名詞,1
使命,名詞,四,名詞,1
四,名詞,富士,名詞,1
出張,名詞,四,名詞,1
四,名詞,温泉,名詞,1
四,名詞,小五郎,名詞,1
四,名詞,旅館,名詞,1
四,名詞,投宿,名詞,1
四,名詞,帰京,名詞,1
ながらく,副詞,本日,名詞,1
ながらく,副詞,五,名詞,1
つかれ,名詞,ながらく,副詞,1
ながらく,副詞,ほど,名詞,1
ながらく,副詞,予定,名詞,1
ながらく,副詞,探偵,名詞,1
ながらく,副詞,滞在,名詞,1
ため,名詞,ながらく,副詞,1
ながらく,副詞,明智,名詞,1
ながらく,副詞,修繕,名詞,1
ながらく,副詞,第一人者,名詞,1
ながらく,副詞,旅,名詞,1
ながらく,副詞,使命,名詞,1
ながらく,副詞,富士,名詞,1
ながらく,副詞,出張,名詞,1
ながらく,副詞,温泉,名詞,1
ながらく,副詞,小五郎,名詞,1
ながらく,副詞,旅館,名詞,1
ながらく,副詞,投宿,名詞,1
ながらく,副詞,帰京,名詞,1
五,名詞,本日,名詞,1
つかれ,名詞,本日,名詞,1
ほど,名詞,本日,名詞,1
予定,名詞,本日,名詞,1
探偵,名詞,本日,名詞,1
本日,名詞,滞在,名詞,1
ため,名詞,本日,名詞,1
明智,名詞,本日,名詞,1
修繕,名詞,本日,名詞,1
本日,名詞,第一人者,名詞,1
旅,名詞,本日,名詞,1
使命,名詞,本日,名詞,1
富士,名詞,本日,名詞,1
出張,名詞,本日,名詞,1
本日,名詞,温泉,名詞,1
小五郎,名詞,本日,名詞,1
旅館,名詞,本日,名詞,1
投宿,名詞,本日,名詞,1
帰京,名詞,本日,名詞,1
つかれ,名詞,五,名詞,1
ほど,名詞,五,名詞,1
予定,名詞,五,名詞,1
五,名詞,滞在,名詞,1
ため,名詞,五,名詞,1
五,名詞,修繕,名詞,1
五,名詞,第一人者,名詞,1
五,名詞,旅,名詞,1
五,名詞,使命,名詞,1
五,名詞,富士,名詞,1
五,名詞,出張,名詞,1
五,名詞,温泉,名詞,1
五,名詞,小五郎,名詞,1
五,名詞,旅館,名詞,1
五,名詞,投宿,名詞,1
五,名詞,帰京,名詞,1
つかれ,名詞,ほど,名詞,1
つかれ,名詞,予定,名詞,1
つかれ,名詞,探偵,名詞,1
つかれ,名詞,滞在,名詞,1
ため,名詞,つかれ,名詞,1
つかれ,名詞,明智,名詞,1
つかれ,名詞,修繕,名詞,1
つかれ,名詞,第一人者,名詞,1
つかれ,名詞,旅,名詞,1
つかれ,名詞,使命,名詞,1
つかれ,名詞,富士,名詞,1
つかれ,名詞,出張,名詞,1
つかれ,名詞,温泉,名詞,1
つかれ,名詞,小五郎,名詞,1
つかれ,名詞,旅館,名詞,1
つかれ,名詞,投宿,名詞,1
つかれ,名詞,帰京,名詞,1
ほど,名詞,予定,名詞,1
ほど,名詞,滞在,名詞,1
ため,名詞,ほど,名詞,1
ほど,名詞,修繕,名詞,1
ほど,名詞,第一人者,名詞,1
ほど,名詞,旅,名詞,1
ほど,名詞,使命,名詞,1
ほど,名詞,富士,名詞,1
ほど,名詞,出張,名詞,1
ほど,名詞,温泉,名詞,1
ほど,名詞,小五郎,名詞,1
ほど,名詞,旅館,名詞,1
ほど,名詞,投宿,名詞,1
ほど,名詞,帰京,名詞,1
予定,名詞,探偵,名詞,1
予定,名詞,滞在,名詞,1
ため,名詞,予定,名詞,1
予定,名詞,明智,名詞,1
予定,名詞,修繕,名詞,1
予定,名詞,第一人者,名詞,1
予定,名詞,旅,名詞,1
予定,名詞,使命,名詞,1
予定,名詞,富士,名詞,1
予定,名詞,出張,名詞,1
予定,名詞,温泉,名詞,1
予定,名詞,小五郎,名詞,1
予定,名詞,旅館,名詞,1
予定,名詞,投宿,名詞,1
予定,名詞,帰京,名詞,1
探偵,名詞,滞在,名詞,1
修繕,名詞,探偵,名詞,1
探偵,名詞,第一人者,名詞,1
探偵,名詞,旅,名詞,1
使命,名詞,探偵,名詞,1
富士,名詞,探偵,名詞,1
出張,名詞,探偵,名詞,1
探偵,名詞,温泉,名詞,1
探偵,名詞,旅館,名詞,1
投宿,名詞,探偵,名詞,1
帰京,名詞,探偵,名詞,1
ため,名詞,滞在,名詞,1
明智,名詞,滞在,名詞,1
修繕,名詞,滞在,名詞,1
滞在,名詞,第一人者,名詞,1
旅,名詞,滞在,名詞,1
使命,名詞,滞在,名詞,1
富士,名詞,滞在,名詞,1
出張,名詞,滞在,名詞,1
温泉,名詞,滞在,名詞,1
小五郎,名詞,滞在,名詞,1
旅館,名詞,滞在,名詞,1
投宿,名詞,滞在,名詞,1
帰京,名詞,滞在,名詞,1
ため,名詞,修繕,名詞,1
ため,名詞,第一人者,名詞,1
ため,名詞,旅,名詞,1
ため,名詞,使命,名詞,1
ため,名詞,富士,名詞,1
ため,名詞,温泉,名詞,1
ため,名詞,旅館,名詞,1
ため,名詞,投宿,名詞,1
ため,名詞,帰京,名詞,1
修繕,名詞,明智,名詞,1
明智,名詞,第一人者,名詞,1
旅,名詞,明智,名詞,1
使命,名詞,明智,名詞,1
富士,名詞,明智,名詞,1
出張,名詞,明智,名詞,1
明智,名詞,温泉,名詞,1
旅館,名詞,明智,名詞,1
投宿,名詞,明智,名詞,1
帰京,名詞,明智,名詞,1
修繕,名詞,第一人者,名詞,1
修繕,名詞,旅,名詞,1
使命,名詞,修繕,名詞,1
修繕,名詞,出張,名詞,1
修繕,名詞,小五郎,名詞,1
修繕,名詞,投宿,名詞,1
修繕,名詞,帰京,名詞,1
旅,名詞,第一人者,名詞,1
使命,名詞,第一人者,名詞,1
富士,名詞,第一人者,名詞,1
出張,名詞,第一人者,名詞,1
温泉,名詞,第一人者,名詞,1
小五郎,名詞,第一人者,名詞,1
旅館,名詞,第一人者,名詞,1
投宿,名詞,第一人者,名詞,1
帰京,名詞,第一人者,名詞,1
使命,名詞,旅,名詞,1
富士,名詞,旅,名詞,1
出張,名詞,旅,名詞,1
旅,名詞,温泉,名詞,1
小五郎,名詞,旅,名詞,1
旅,名詞,旅館,名詞,1
投宿,名詞,旅,名詞,1
帰京,名詞,旅,名詞,1
使命,名詞,富士,名詞,1
使命,名詞,出張,名詞,1
使命,名詞,温泉,名詞,1
使命,名詞,小五郎,名詞,1
使命,名詞,旅館,名詞,1
使命,名詞,投宿,名詞,1
使命,名詞,帰京,名詞,1
出張,名詞,富士,名詞,1
富士,名詞,小五郎,名詞,1
富士,名詞,投宿,名詞,1
富士,名詞,帰京,名詞,1
出張,名詞,温泉,名詞,1
出張,名詞,小五郎,名詞,1
出張,名詞,旅館,名詞,1
出張,名詞,投宿,名詞,1
出張,名詞,帰京,名詞,1
小五郎,名詞,温泉,名詞,1
投宿,名詞,温泉,名詞,1
帰京,名詞,温泉,名詞,1
小五郎,名詞,旅館,名詞,1
小五郎,名詞,投宿,名詞,1
小五郎,名詞,帰京,名詞,1
投宿,名詞,旅館,名詞,1
帰京,名詞,旅館,名詞,1
帰京,名詞,投宿,名詞,1
人物,名詞,敵対,名詞,1
ほか,名詞,人物,名詞,1
ない,形容詞,人物,名詞,1
ほか,名詞,敵対,名詞,1
敵対,名詞,明智,名詞,1
ない,形容詞,敵対,名詞,1
探偵,名詞,敵対,名詞,1
事件,名詞,子ども,名詞,1
あれほど,副詞,事件,名詞,1
事件,名詞,助手,名詞,1
はたらき,名詞,事件,名詞,1
子ども,名詞,盗難,名詞,1
あれほど,副詞,盗難,名詞,1
小林,名詞,盗難,名詞,1
助手,名詞,盗難,名詞,1
はたらき,名詞,盗難,名詞,1
盗難,名詞,羽柴,名詞,1
あれほど,副詞,子ども,名詞,1
助手,名詞,子ども,名詞,1
はたらき,名詞,子ども,名詞,1
子ども,名詞,羽柴,名詞,1
あれほど,副詞,助手,名詞,1
あれほど,副詞,はたらき,名詞,1
あれほど,副詞,羽柴,名詞,1
はたらき,名詞,小林,名詞,1
小林,名詞,羽柴,名詞,1
はたらき,名詞,助手,名詞,1
助手,名詞,羽柴,名詞,1
はたらき,名詞,羽柴,名詞,1
きっと,副詞,わし,名詞,1
ちがい,名詞,わし,名詞,1
ちがい,名詞,先生,名詞,1
先生,名詞,破滅,名詞,1
ちがい,名詞,明智,名詞,1
明智,名詞,破滅,名詞,1
きっと,副詞,ちがい,名詞,1
きっと,副詞,探偵,名詞,1
きっと,副詞,破滅,名詞,1
ちがい,名詞,探偵,名詞,1
ちがい,名詞,破滅,名詞,1
探偵,名詞,破滅,名詞,1
かぎ,名詞,着物,名詞,1
外,名詞,着物,名詞,1
着物,名詞,見はり,名詞,1
ピッタリ,副詞,着物,名詞,1
番,名詞,着物,名詞,1
召使い,名詞,着物,名詞,1
ふた,名詞,着物,名詞,1
やしき,名詞,着物,名詞,1
前,名詞,着物,名詞,1
女房,名詞,着物,名詞,1
着物,名詞,部屋,名詞,1
ひとりごと,名詞,着物,名詞,1
板戸,名詞,着物,名詞,1
作蔵,名詞,着物,名詞,1
がんじょうだ,形容詞,着物,名詞,1
宝物,名詞,着物,名詞,1
じい,名詞,着物,名詞,1
着物,名詞,老人,名詞,1
ソソクサ,名詞,着物,名詞,1
かたい,形容詞,着物,名詞,1
かぎ,名詞,見はり,名詞,1
かぎ,名詞,ピッタリ,副詞,1
かぎ,名詞,番,名詞,1
かぎ,名詞,召使い,名詞,1
かぎ,名詞,ふた,名詞,1
かぎ,名詞,やしき,名詞,1
かぎ,名詞,前,名詞,1
かぎ,名詞,女房,名詞,1
かぎ,名詞,部屋,名詞,1
かぎ,名詞,ひとりごと,名詞,1
かぎ,名詞,作蔵,名詞,1
かぎ,名詞,宝物,名詞,1
かぎ,名詞,じい,名詞,1
かぎ,名詞,ソソクサ,名詞,1
かぎ,名詞,かたい,形容詞,1
ピッタリ,副詞,外,名詞,1
外,名詞,番,名詞,1
召使い,名詞,外,名詞,1
やしき,名詞,外,名詞,1
前,名詞,外,名詞,1
外,名詞,女房,名詞,1
ひとりごと,名詞,外,名詞,1
作蔵,名詞,外,名詞,1
外,名詞,宝物,名詞,1
ソソクサ,名詞,外,名詞,1
かたい,形容詞,外,名詞,1
ピッタリ,副詞,見はり,名詞,1
召使い,名詞,見はり,名詞,1
やしき,名詞,見はり,名詞,1
前,名詞,見はり,名詞,1
女房,名詞,見はり,名詞,1
ひとりごと,名詞,見はり,名詞,1
板戸,名詞,見はり,名詞,1
作蔵,名詞,見はり,名詞,1
がんじょうだ,形容詞,見はり,名詞,1
宝物,名詞,見はり,名詞,1
じい,名詞,見はり,名詞,1
老人,名詞,見はり,名詞,1
ソソクサ,名詞,見はり,名詞,1
かたい,形容詞,見はり,名詞,1
ピッタリ,副詞,番,名詞,1
ピッタリ,副詞,召使い,名詞,1
ふた,名詞,ピッタリ,副詞,1
やしき,名詞,ピッタリ,副詞,1
ピッタリ,副詞,女房,名詞,1
ピッタリ,副詞,部屋,名詞,1
ひとりごと,名詞,ピッタリ,副詞,1
ピッタリ,副詞,板戸,名詞,1
ピッタリ,副詞,作蔵,名詞,1
がんじょうだ,形容詞,ピッタリ,副詞,1
ピッタリ,副詞,宝物,名詞,1
じい,名詞,ピッタリ,副詞,1
ソソクサ,名詞,ピッタリ,副詞,1
かたい,形容詞,ピッタリ,副詞,1
召使い,名詞,番,名詞,1
やしき,名詞,番,名詞,1
前,名詞,番,名詞,1
女房,名詞,番,名詞,1
番,名詞,部屋,名詞,1
ひとりごと,名詞,番,名詞,1
板戸,名詞,番,名詞,1
作蔵,名詞,番,名詞,1
がんじょうだ,形容詞,番,名詞,1
宝物,名詞,番,名詞,1
じい,名詞,番,名詞,1
番,名詞,老人,名詞,1
ソソクサ,名詞,番,名詞,1
かたい,形容詞,番,名詞,1
前,名詞,召使い,名詞,1
召使い,名詞,部屋,名詞,1
ひとりごと,名詞,召使い,名詞,1
召使い,名詞,板戸,名詞,1
作蔵,名詞,召使い,名詞,1
がんじょうだ,形容詞,召使い,名詞,1
召使い,名詞,宝物,名詞,1
ソソクサ,名詞,召使い,名詞,1
かたい,形容詞,召使い,名詞,1
ひとりごと,名詞,ふた,名詞,1
ふた,名詞,板戸,名詞,1
ふた,名詞,作蔵,名詞,1
がんじょうだ,形容詞,ふた,名詞,1
ふた,名詞,宝物,名詞,1
ふた,名詞,ソソクサ,名詞,1
かたい,形容詞,ふた,名詞,1
やしき,名詞,前,名詞,1
やしき,名詞,部屋,名詞,1
ひとりごと,名詞,やしき,名詞,1
やしき,名詞,板戸,名詞,1
やしき,名詞,作蔵,名詞,1
がんじょうだ,形容詞,やしき,名詞,1
やしき,名詞,宝物,名詞,1
やしき,名詞,老人,名詞,1
やしき,名詞,ソソクサ,名詞,1
かたい,形容詞,やしき,名詞,1
前,名詞,女房,名詞,1
ひとりごと,名詞,前,名詞,1
作蔵,名詞,前,名詞,1
がんじょうだ,形容詞,前,名詞,1
前,名詞,宝物,名詞,1
じい,名詞,前,名詞,1
ソソクサ,名詞,前,名詞,1
かたい,形容詞,前,名詞,1
女房,名詞,部屋,名詞,1
ひとりごと,名詞,女房,名詞,1
女房,名詞,板戸,名詞,1
作蔵,名詞,女房,名詞,1
がんじょうだ,形容詞,女房,名詞,1
女房,名詞,宝物,名詞,1
女房,名詞,老人,名詞,1
ソソクサ,名詞,女房,名詞,1
かたい,形容詞,女房,名詞,1
板戸,名詞,部屋,名詞,1
がんじょうだ,形容詞,部屋,名詞,1
宝物,名詞,部屋,名詞,1
ソソクサ,名詞,部屋,名詞,1
かたい,形容詞,部屋,名詞,1
ひとりごと,名詞,板戸,名詞,1
ひとりごと,名詞,作蔵,名詞,1
がんじょうだ,形容詞,ひとりごと,名詞,1
ひとりごと,名詞,宝物,名詞,1
じい,名詞,ひとりごと,名詞,1
ひとりごと,名詞,老人,名詞,1
ひとりごと,名詞,ソソクサ,名詞,1
かたい,形容詞,ひとりごと,名詞,1
作蔵,名詞,板戸,名詞,1
宝物,名詞,板戸,名詞,1
ソソクサ,名詞,板戸,名詞,1
かたい,形容詞,板戸,名詞,1
がんじょうだ,形容詞,作蔵,名詞,1
作蔵,名詞,宝物,名詞,1
ソソクサ,名詞,作蔵,名詞,1
かたい,形容詞,作蔵,名詞,1
がんじょうだ,形容詞,宝物,名詞,1
がんじょうだ,形容詞,じい,名詞,1
がんじょうだ,形容詞,ソソクサ,名詞,1
かたい,形容詞,がんじょうだ,形容詞,1
じい,名詞,宝物,名詞,1
ソソクサ,名詞,宝物,名詞,1
かたい,形容詞,宝物,名詞,1
じい,名詞,ソソクサ,名詞,1
かたい,形容詞,じい,名詞,1
ソソクサ,名詞,老人,名詞,1
かたい,形容詞,老人,名詞,1
かたい,形容詞,ソソクサ,名詞,1
ない,形容詞,富士,名詞,1
富士,名詞,近く,名詞,1
富士,名詞,行く先,名詞,1
ない,形容詞,修繕,名詞,1
修繕,名詞,近く,名詞,1
修繕,名詞,行く先,名詞,1
ない,形容詞,温泉,名詞,1
温泉,名詞,近く,名詞,1
温泉,名詞,行く先,名詞,1
ない,形容詞,旅館,名詞,1
旅館,名詞,近く,名詞,1
旅館,名詞,行く先,名詞,1
ない,形容詞,寺,名詞,1
ない,形容詞,屋,名詞,1
ない,形容詞,近く,名詞,1
ない,形容詞,行く先,名詞,1
寺,名詞,近く,名詞,1
寺,名詞,行く先,名詞,1
屋,名詞,近く,名詞,1
屋,名詞,行く先,名詞,1
行く先,名詞,近く,名詞,1
保護,名詞,宝物,名詞,1
保護,名詞,面会,名詞,1
保護,名詞,明智,名詞,1
保護,名詞,探偵,名詞,1
宝物,名詞,面会,名詞,1
宝物,名詞,明智,名詞,1
明智,名詞,面会,名詞,1
探偵,名詞,面会,名詞,1
とうとう,副詞,小五郎,名詞,1
しあわせだ,形容詞,ちょうど,副詞,1
ちょうど,副詞,申しあわせ,名詞,1
ちょうど,副詞,城,名詞,1
ちょうど,副詞,時,名詞,1
ちょうど,副詞,老人,名詞,1
ちょうど,副詞,所,名詞,1
すぐ,副詞,ちょうど,副詞,1
ちょうど,副詞,まるで,副詞,1
ちょうど,副詞,入湯,名詞,1
ちょうど,副詞,美術,名詞,1
じつに,副詞,ちょうど,副詞,1
ちょうど,副詞,左門,名詞,1
ちょうど,副詞,日下部,名詞,1
ちょうど,副詞,近く,名詞,1
しあわせだ,形容詞,二十,名詞,1
二十,名詞,申しあわせ,名詞,1
二十,名詞,所,名詞,1
すぐ,副詞,二十,名詞,1
二十,名詞,入湯,名詞,1
二十,名詞,左門,名詞,1
二十,名詞,近く,名詞,1
しあわせだ,形容詞,申しあわせ,名詞,1
しあわせだ,形容詞,城,名詞,1
しあわせだ,形容詞,時,名詞,1
しあわせだ,形容詞,老人,名詞,1
しあわせだ,形容詞,所,名詞,1
しあわせだ,形容詞,すぐ,副詞,1
しあわせだ,形容詞,まるで,副詞,1
しあわせだ,形容詞,面相,名詞,1
しあわせだ,形容詞,入湯,名詞,1
しあわせだ,形容詞,じつに,副詞,1
しあわせだ,形容詞,左門,名詞,1
しあわせだ,形容詞,日下部,名詞,1
しあわせだ,形容詞,近く,名詞,1
城,名詞,申しあわせ,名詞,1
時,名詞,申しあわせ,名詞,1
申しあわせ,名詞,老人,名詞,1
所,名詞,申しあわせ,名詞,1
すぐ,副詞,申しあわせ,名詞,1
まるで,副詞,申しあわせ,名詞,1
申しあわせ,名詞,面相,名詞,1
入湯,名詞,申しあわせ,名詞,1
申しあわせ,名詞,美術,名詞,1
じつに,副詞,申しあわせ,名詞,1
左門,名詞,申しあわせ,名詞,1
日下部,名詞,申しあわせ,名詞,1
申しあわせ,名詞,近く,名詞,1
城,名詞,時,名詞,1
城,名詞,所,名詞,1
すぐ,副詞,城,名詞,1
まるで,副詞,城,名詞,1
入湯,名詞,城,名詞,1
じつに,副詞,城,名詞,1
城,名詞,近く,名詞,1
時,名詞,老人,名詞,1
所,名詞,時,名詞,1
すぐ,副詞,時,名詞,1
まるで,副詞,時,名詞,1
時,名詞,面相,名詞,1
入湯,名詞,時,名詞,1
時,名詞,美術,名詞,1
じつに,副詞,時,名詞,1
左門,名詞,時,名詞,1
日下部,名詞,時,名詞,1
時,名詞,近く,名詞,1
所,名詞,老人,名詞,1
まるで,副詞,老人,名詞,1
入湯,名詞,老人,名詞,1
老人,名詞,近く,名詞,1
すぐ,副詞,所,名詞,1
まるで,副詞,所,名詞,1
所,名詞,面相,名詞,1
入湯,名詞,所,名詞,1
所,名詞,美術,名詞,1
じつに,副詞,所,名詞,1
左門,名詞,所,名詞,1
所,名詞,日下部,名詞,1
所,名詞,近く,名詞,1
すぐ,副詞,まるで,副詞,1
すぐ,副詞,面相,名詞,1
すぐ,副詞,入湯,名詞,1
すぐ,副詞,美術,名詞,1
じつに,副詞,すぐ,副詞,1
すぐ,副詞,左門,名詞,1
すぐ,副詞,日下部,名詞,1
まるで,副詞,入湯,名詞,1
まるで,副詞,左門,名詞,1
まるで,副詞,日下部,名詞,1
まるで,副詞,近く,名詞,1
入湯,名詞,面相,名詞,1
左門,名詞,面相,名詞,1
近く,名詞,面相,名詞,1
入湯,名詞,美術,名詞,1
じつに,副詞,入湯,名詞,1
入湯,名詞,左門,名詞,1
入湯,名詞,日下部,名詞,1
入湯,名詞,近く,名詞,1
美術,名詞,近く,名詞,1
じつに,副詞,左門,名詞,1
じつに,副詞,日下部,名詞,1
じつに,副詞,近く,名詞,1
左門,名詞,近く,名詞,1
日下部,名詞,近く,名詞,1
富士,名詞,小がらだ,形容詞,1
小がらだ,形容詞,門,名詞,1
小がらだ,形容詞,左,名詞,1
トンビ,名詞,小がらだ,形容詞,1
小がらだ,形容詞,色,名詞,1
小がらだ,形容詞,老人,名詞,1
ネズミ,名詞,小がらだ,形容詞,1
の,名詞,小がらだ,形容詞,1
もう,副詞,小がらだ,形容詞,1
チョコチョコ,名詞,小がらだ,形容詞,1
午後,名詞,小がらだ,形容詞,1
坂道,名詞,小がらだ,形容詞,1
小がらだ,形容詞,身,名詞,1
小がらだ,形容詞,屋,名詞,1
小がらだ,形容詞,旅館,名詞,1
一,名詞,小がらだ,形容詞,1
小がらだ,形容詞,長い,形容詞,1
富士,名詞,門,名詞,1
富士,名詞,左,名詞,1
トンビ,名詞,富士,名詞,1
富士,名詞,色,名詞,1
富士,名詞,老人,名詞,1
ネズミ,名詞,富士,名詞,1
の,名詞,富士,名詞,1
もう,副詞,富士,名詞,1
チョコチョコ,名詞,富士,名詞,1
午後,名詞,富士,名詞,1
坂道,名詞,富士,名詞,1
富士,名詞,身,名詞,1
一,名詞,富士,名詞,1
富士,名詞,長い,形容詞,1
トンビ,名詞,門,名詞,1
色,名詞,門,名詞,1
ネズミ,名詞,門,名詞,1
チョコチョコ,名詞,門,名詞,1
坂道,名詞,門,名詞,1
身,名詞,門,名詞,1
屋,名詞,門,名詞,1
旅館,名詞,門,名詞,1
一,名詞,門,名詞,1
長い,形容詞,門,名詞,1
トンビ,名詞,左,名詞,1
左,名詞,色,名詞,1
ネズミ,名詞,左,名詞,1
もう,副詞,左,名詞,1
チョコチョコ,名詞,左,名詞,1
午後,名詞,左,名詞,1
坂道,名詞,左,名詞,1
左,名詞,身,名詞,1
屋,名詞,左,名詞,1
左,名詞,旅館,名詞,1
一,名詞,左,名詞,1
左,名詞,長い,形容詞,1
トンビ,名詞,色,名詞,1
トンビ,名詞,老人,名詞,1
トンビ,名詞,ネズミ,名詞,1
の,名詞,トンビ,名詞,1
もう,副詞,トンビ,名詞,1
チョコチョコ,名詞,トンビ,名詞,1
トンビ,名詞,午後,名詞,1
トンビ,名詞,坂道,名詞,1
トンビ,名詞,身,名詞,1
トンビ,名詞,屋,名詞,1
トンビ,名詞,旅館,名詞,1
トンビ,名詞,一,名詞,1
トンビ,名詞,長い,形容詞,1
老人,名詞,色,名詞,1
の,名詞,色,名詞,1
もう,副詞,色,名詞,1
チョコチョコ,名詞,色,名詞,1
午後,名詞,色,名詞,1
坂道,名詞,色,名詞,1
色,名詞,身,名詞,1
屋,名詞,色,名詞,1
旅館,名詞,色,名詞,1
一,名詞,色,名詞,1
ネズミ,名詞,老人,名詞,1
チョコチョコ,名詞,老人,名詞,1
午後,名詞,老人,名詞,1
坂道,名詞,老人,名詞,1
屋,名詞,老人,名詞,1
旅館,名詞,老人,名詞,1
の,名詞,ネズミ,名詞,1
もう,副詞,ネズミ,名詞,1
チョコチョコ,名詞,ネズミ,名詞,1
ネズミ,名詞,午後,名詞,1
ネズミ,名詞,坂道,名詞,1
ネズミ,名詞,身,名詞,1
ネズミ,名詞,屋,名詞,1
ネズミ,名詞,旅館,名詞,1
ネズミ,名詞,長い,形容詞,1
の,名詞,チョコチョコ,名詞,1
の,名詞,坂道,名詞,1
の,名詞,屋,名詞,1
の,名詞,旅館,名詞,1
の,名詞,長い,形容詞,1
もう,副詞,チョコチョコ,名詞,1
もう,副詞,坂道,名詞,1
もう,副詞,身,名詞,1
もう,副詞,屋,名詞,1
もう,副詞,旅館,名詞,1
チョコチョコ,名詞,午後,名詞,1
チョコチョコ,名詞,坂道,名詞,1
チョコチョコ,名詞,身,名詞,1
チョコチョコ,名詞,屋,名詞,1
チョコチョコ,名詞,旅館,名詞,1
チョコチョコ,名詞,一,名詞,1
チョコチョコ,名詞,長い,形容詞,1
午後,名詞,坂道,名詞,1
午後,名詞,身,名詞,1
午後,名詞,屋,名詞,1
午後,名詞,旅館,名詞,1
一,名詞,午後,名詞,1
午後,名詞,長い,形容詞,1
坂道,名詞,身,名詞,1
坂道,名詞,屋,名詞,1
坂道,名詞,旅館,名詞,1
一,名詞,坂道,名詞,1
坂道,名詞,長い,形容詞,1
屋,名詞,身,名詞,1
旅館,名詞,身,名詞,1
身,名詞,長い,形容詞,1
一,名詞,屋,名詞,1
屋,名詞,長い,形容詞,1
一,名詞,旅館,名詞,1
旅館,名詞,長い,形容詞,1
先生,名詞,魚,名詞,1
先生,名詞,谷川,名詞,1
先生,名詞,裏,名詞,1
先生,名詞,答え,名詞,1
明智,名詞,魚,名詞,1
谷川,名詞,魚,名詞,1
裏,名詞,魚,名詞,1
答え,名詞,魚,名詞,1
小五郎,名詞,魚,名詞,1
明智,名詞,谷川,名詞,1
明智,名詞,裏,名詞,1
明智,名詞,答え,名詞,1
裏,名詞,谷川,名詞,1
答え,名詞,谷川,名詞,1
小五郎,名詞,谷川,名詞,1
答え,名詞,裏,名詞,1
小五郎,名詞,裏,名詞,1
小五郎,名詞,答え,名詞,1
